Row.names	Control	CNV	PCV	Row.names.y	label.CNV	label.PCV	label.both	sum_formula	compound_name	logFC.PCV	AveExpr.PCV	t.PCV	P.Value.PCV	adj.P.Val.PCV	B.PCV	label.PCV	logFC.CNV	AveExpr.CNV	t.CNV	P.Value.CNV	adj.P.Val.CNV	B.CNV	label.CNV	FC_ctrl_CNV	FC_ctrl_PCV
2030_C20H32O2_[M+H]+	6794.521268	9652.436422	11614.72	2030_C20H32O2_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C20H32O2	18-methyl-5Z8Z11Z14Z-nonadecatetraenoicacid35R15-trimethyl-7-methylene-2E10E12E-hexadecatrienoicacid8R1015R-trimethyl-2E4E9E11E-heptadecatetraenoicacid5Z8Z11Z14Z-eicosatetraenoicacid481216-eicosatetraenoicacid6101418-eicosatetraenoicacid8111417-eicosatetraenoicacid471013-Eicosatetraenoicacid4Z7Z10Z13Z-eicosatetraenoicacid4Z8Z11Z14Z-eicosatetraenoicacid5111417-Eicosatetraenoicacid581114-eicosatetraenoicacid5Z11Z14Z17Z-eicosatetraenoicacid8Z11Z14Z18Z-eicosatetraenoicacid713-Eicosadiynoicacid811-Eicosadiynoicacid1013-Eicosadiynoicacid2E8Z11Z14Z-Eicosatetraenoicacid5E8Z11Z14Z-Eicosatetraenoicacid8Z11Z14Z17Z-eicosatetraenoicacid5Z13Z16Z19Z-eicosatetraenoicacid7R1013S-trimethyl-2E4E9E11E-heptadecatetraenoicacid35S15-trimethyl-7-methylene-2E9E11E-hexadecatrienoicacid7Z11Z14Z17Z-Eicosatetraenoicacid8-3-ladderane-octanoicacid8-1-ladderaneoctanoicacid7Z10Z13Z16Z-eicosatraenoicacid17alpha-methyl-5-androstene-3beta17beta-diol17beta-hydroxy-17-methyl-androstan-3-one?371115-tetramethyl-(2E6E10E14E)-hexadecatetraenoicacid(+)-13-atisene-16beta17-diol(-)-6alpha13alpha-epoxy-4(18)8-eunicelladiene-12beta-ol(-)-1(15)8-dolastadiene-4beta14beta-diol(-)-1(15)8-dolastadiene-2beta14beta-diol?1(15)8(19)-trinervitadiene-13alpha14beta-diol?(-)-3-sphenoloben-516-dioneArachidonicacidCis-8111417-EicosatetraenoicacidMesteroloneDrostanoloneSideridiolent-17-Hydroxy-16beta-kauran-19-alYucalexinP21CopalicacidJunicedral713-Eperudien-15-oicacidOryzalexinSOryzalexinEArachidonate	-0.769631247	13.03026509	-3.652781136	0.000558668	0.013279108	-1.088492419	ControlVsPCV	-0.567976748	13.03026509	-2.660915058	0.010060795	0.045717436	-3.767716706	ControlVsCNV	1.420620533	1.709424335
2034_C31H29NO9_[M+K]+	6463.665	7198.449	8163.6495	2034_C31H29NO9_[M+K]+	Not significant	Not significant	Not significant	C31H29NO9	NeoacrimarineK	-0.317914514	12.72691489	-1.692322836	0.095945933	0.271801259	-5.74340523	Not significant	-0.138342888	12.72691489	-0.726924308	0.470193742	0.674930638	-6.877769296	Not significant	1.113679159	1.263006282
2036_C20H28_[M+H]+	11179.2395	10243.43072	12888.3505	2036_C20H28_[M+H]+	Not significant	Not significant	Not significant	C20H28	anhydroretinol	-0.204016995	13.37562874	-0.910821733	0.366156055	0.619519501	-6.740137409	Not significant	0.189392142	13.37562874	0.83461943	0.407353715	0.628605566	-6.793651445	Not significant	0.916290479	1.152882582
2038_C29H48O15_[M+H]+	152444.04	225949.935	142329.31	2038_C29H48O15_[M+H]+	Not significant	Not significant	Not significant	C29H48O15	UNKNOWN_912	0.174628682	17.06178796	0.552938151	0.582428952	0.775735112	-7.00241131	Not significant	-0.739955303	17.06178796	-2.312735478	0.024302215	0.093091544	-4.557985963	Not significant	1.482182806	0.933649554
204_C15H27NO5_[M+H]+	8177.7745	7949.3765	8086.923	204_C15H27NO5_[M+H]+	Not significant	Not significant	Not significant	C15H27NO5	3-{(5Z)-3-hydroxyoct-5-enoyloxy}-4-(trimethylazaniumyl)butanoate	0.047021666	12.88317396	0.269553691	0.788459507	0.889175137	-7.11986828	Not significant	0.154993774	12.88317396	0.877043264	0.384078415	0.616865078	-6.757404622	Not significant	0.972070886	0.988890437
2040_C19H36O3_[M+H]+	11001.0095	13486.7475	10979.41089	2040_C19H36O3_[M+H]+	Not significant	Not significant	Not significant	C19H36O3	10-oxo-nonadecanoicacid18-oxo-nonadecanoicacid2-oxo-nonadecanoicacid3-oxo-nonadecanoicacid	0.013449418	13.40931302	0.074480177	0.940884384	0.966962111	-7.15377592	Not significant	-0.296513936	13.40931302	-1.620846189	0.110470631	0.295971893	-5.844994131	Not significant	1.225955445	0.99803667
2042_C18H32O2_[M+H]+	10194.5665	14965.929	14685.1805	2042_C18H32O2_[M+H]+	Not significant	Not significant	Not significant	C18H32O2	16-methyl-6Z9Z-heptadecadienoicacid16-methyl-9Z12Z-heptadecadienoicacid46S-dimethyl-2E4E-hexadecadienoicacid57S-methyl-2E4E-hexadecadienoicacid4R-methyl-7Z11Z-heptadecadienoicacid4-methyl-7Z11Z-heptadecadienoicacid5Z12Z-otadecadienoicacid5Z12E-otadecadienoicacid5E12Z-octadecadienoicacid5E12E-octadecadienoicacid68-octadecadienoicacid8E10E-octadecadienoicacid8Z11Z-octadecadienoicacid9Z11Z-octadecadienoicacid9Z11E-octadecadienoicacid9E11E-octadecadienoicacid9Z12Z-octadecadienoicacid9Z12E-octadecadienoicacid9E12Z-octadecadienoicacid9E12E-octadecadienoicacid10Z12Z-octadecadienoicacid10E12Z-octadecadienoicacid10E12E-octadecadienoicacid10Z13Z-octadecadienoicacid10E14E-octadecadienoicacid10Z14Z-octadecadienoicacid11Z14Z-octadecadienoicacid11Z15Z-octadecadienoicacid12E16E-octadecadienoicacid12Z15Z-octadecadienoicacid13E17-octadecadienoicacid13Z16Z-octadecadienoicacid14Z17-octadecadienoicacid24-octadecadienoicacid2E6E-octadecadienoicacid2Z5Z-octadecadienoicacid2Z6Z-octadecadienoicacid3E7E-octadecadienoicacid3Z12Z-octadecadienoicacid3Z6Z-octadecadienoicacid3Z7Z-octadecadienoicacid49-octadecadienoicacid4E8E-octadecadienoicacid4Z7Z-octadecadienoicacid4Z8Z-octadecadienoicacid510-octadecadienoicacid511-octadecadienoicacid56-octadecadienoicacid5E9Z-octadecadienoicacid5Z11Z-octadecadienoicacid5Z8Z-octadecadienoicacid5Z9E-octadecadienoicacid5Z9Z-octadecadienoicacid611-octadecadienoicacid6E10E-octadecadienoicacid6E11Z-octadecadienoicacid6E12E-octadecadienoicacid6E9E-octadecadienoicacid6Z11Z-octadecadienoicacid6Z9Z-octadecadienoicacid7E12E-octadecadienoicacid7Z10Z-octadecadienoicacid7Z11Z-octadecadienoicacid811-octadecadienoicacid812-octadecadienoicacid913-octadecadienoicacid6-octadecynoicacid8-octadecynoicacid9-octadecynoicacid2-octadecynoicacid3-octadecynoicacid4-octadecynoicacid5-octadecynoicacid7-octadecynoicacid10-octadecynoicacid11-octadecynoicacid12-octadecynoicacid13-octadecynoicacid14-octadecynoicacid15-octadecynoicacid16-octadecynoicacid17-octadecynoicacid5R6-octadecadienoicacid7E9Z-octadecadienoicacid5S6-octadecadienoicacid10Z12E-Octadecadienoicacid1316-Octadecadienoicacid710-Octadecadienoicacid1417-Octadecadienoicacid1013-Octadecadienoicacid4Z11Z-octadecadienoicacid89-methylene-8Z-heptadecenoicacid13R-(2-cyclopentenyl)-tridecanoicacid2-Cyclopentene-1S-tridecanoicacid11E15Z-octadecadienoicacid9E11Z-Octadecadienoicacid3Z9Z-Octadecadienoicacid10E12E-Hexadecadienylacetate11E13E-Hexadecadienylacetate10E12Z-Hexadecadienylacetate11E13Z-Hexadecadienylacetate4E6Z-Hexadecadienylacetate6E11Z-Hexadecadienylacetate9E11Z-Hexadecadienylacetate10Z12E-Hexadecadienylacetate11Z13E-Hexadecadienylacetate11Z14E-Hexadecadienylacetate7Z11E-Hexadecadienylacetate11Z13Z-Hexadecadienylacetate7Z11Z-Hexadecadienylacetate8Z10Z-Hexadecadienylacetate11-HexadecynylacetateEthyl(ZZ)-1113-hexadecadienoate(E)-37-Dimethyl-26-octadienyloctanoate(Z)-37-Dimethyl-26-octadienyloctanoate9-octadecen-4-olide9Z-octadecadien-4R-olide9Z-octadecen-18-olideLinoleicacidBovinicacid9E11E-Octadecadienoicacid10E12Z-OctadecadienoicacidLinoelaidicacidMangifericacidLinalylcaprylateEthyl2E4Z-hexadecadienoate5-OctadecynoicacidDihomolinoleicacid6Z9Z-octadecadienoicacidOctadecadienoate	-0.512150884	13.31015215	-1.423751871	0.159871416	0.381960832	-6.149321121	Not significant	-0.738116533	13.31015215	-2.025446653	0.047427453	0.154082794	-5.14030383	Not significant	1.468029955	1.440490922
2044_C19H38O4_[M+H]+	68082.435	79926.41	79816.78	2044_C19H38O4_[M+H]+	Not significant	Not significant	Not significant	C19H38O4	MG(0:0/16:0/0:0)MG(16:0/0:0/0:0)MG(i-16:0/0:0/0:0)MG(0:0/i-16:0/0:0)1-hexadecanoyl-rac-glycerol1-hexadecanoyl-sn-glycerol2-hexadecanoyl-sn-glycerol1-O-(2R-methoxy-4Z-pentadecenyl)-sn-glycerol1-O-(2R-hydroxy-4Z-hexadecenyl)-sn-glycerol	-0.250699708	16.00067583	-1.01312425	0.315205104	0.57293163	-6.642201375	Not significant	-0.112922037	16.00067583	-0.450450506	0.654063555	0.813848208	-7.041281487	Not significant	1.173965209	1.172354955
2046_C19H19N7O5_[M+H]+	23770.4945	27570.46856	24137.2735	2046_C19H19N7O5_[M+H]+	Not significant	Not significant	Not significant	C19H19N7O5	UNKNOWN_91	0.128306926	14.35720061	0.372893358	0.710585966	0.839364475	-7.086363968	Not significant	0.070176458	14.35720061	0.201319333	0.841152664	0.931800781	-7.12319046	Not significant	1.159860959	1.015430011
2048_C21H40O4_[M+H]+	5760.996	7905.859	10212.923	2048_C21H40O4_[M+H]+	Not significant	Not significant	Not significant	C21H40O4	MG(0:0/18:1(11Z)/0:0)MG(0:0/18:1(9Z)/0:0)MG(18:1(11Z)/0:0/0:0)MG(18:1(9Z)/0:0/0:0)Stearoyllacticacid3-(2-Heptenyloxy)-2-hydroxypropylundecanoateMonooleoylglycerolHeneicosa-121-dioicacid2-(octadecanoyloxy)propanoicacid1-(11E-octadecenoyl)-rac-glycerol1-(9Z-octadecenoyl)-rac-glycerol2-(9Z-octadecenoyl)-sn-glycerol	-0.834968644	12.60345424	-2.794367511	0.007035222	0.063970063	-3.454073899	Not significant	-0.486102105	12.60345424	-1.605832906	0.113737468	0.301241808	-5.868424921	Not significant	1.37230767	1.772770368
2052_C18H32O_[M+H]+	3566.315182	5632.937551	6257.974126	2052_C18H32O_[M+H]+	Not significant	Not significant	Not significant	C18H32O	91215-Octadecatrien-1-ol912-octadecadienal11E14E-Octadecadienal2E13Z-Octadecadienal3E13Z-Octadecadienal11Z13Z-Octadecadienal13Z15Z-Octadecadienal3Z13Z-Octadecadienal9Z12Z-Octadecadienal4-methyl-7Z11Z-heptadecadienal9S10R-Epoxy-6Z-octadecene6S7R-Epoxy-3Z9Z-octadecadiene34-Epoxy-69-octadecadiene5-(1S8S)-2277-tetramethyltricyclo6.2.1.0(16)undec-5-ylpropan-1-ol(Â±)-(Z)-2-(5-Tetradecenyl)cyclobutanone	-0.489355915	11.98241891	-1.604941752	0.113933809	0.304370723	-5.88251468	Not significant	-0.671621294	11.98241891	-2.174294587	0.033772541	0.121817686	-4.846771102	Not significant	1.579483939	1.75474511
2054_C11H15NO10_[M+H]+	2392.574925	4166.1042	3534.444876	2054_C11H15NO10_[M+H]+	Not significant	Not significant	Not significant	C11H15NO10	Beta-Citryl-L-glutamicacid	-0.845173409	11.40203676	-2.350461536	0.022169488	0.116107995	-4.489189532	Not significant	-0.913494236	11.40203676	-2.507682965	0.014971167	0.064458594	-4.126483935	Not significant	1.74126384	1.477255671
2056_C33H42N4O6_[M+H]+	271022.975	185347.94	162600.408	2056_C33H42N4O6_[M+H]+	Not significant	Not significant	Not significant	C33H42N4O6	D-UrobilinogenI-Urobilin	1.01610195	16.69691959	1.672042676	0.099898291	0.279775578	-5.776288066	Not significant	0.132596348	16.69691959	0.215377896	0.830227643	0.93163464	-7.120231367	Not significant	0.683882759	0.599950643
2058_C30H54O5_[M+H]+	4883.62355	8004.4495	8135.3195	2058_C30H54O5_[M+H]+	Not significant	Not significant	Not significant	C30H54O5	UNKNOWN_936	-0.774218411	12.48522378	-2.717404686	0.008658285	0.073635136	-3.643577995	Not significant	-0.698330721	12.48522378	-2.419421122	0.018698708	0.077729606	-4.325374582	Not significant	1.639039008	1.665836733
206_C11H20N2O5_[M+H]+	31592.7767	43078.843	34504.8445	206_C11H20N2O5_[M+H]+	Not significant	Not significant	Not significant	C11H20N2O5	gamma-Glutamylisoleucinegamma-GlutamylleucineGlutamylisoleucineGlutamylleucineIsoleucyl-GlutamateLeucyl-Glutamate	-0.137591162	14.62422903	-0.312648483	0.75566817	0.865889238	-7.107201972	Not significant	-0.430931767	14.62422903	-0.966571069	0.337768279	0.576372429	-6.675182712	Not significant	1.363566217	1.092175114
2060_C11H15NO10_[M+Na]+	415.8170266	536.1655876	770.392792	2060_C11H15NO10_[M+Na]+	Not significant	Not significant	Not significant	C11H15NO10	Beta-Citryl-L-glutamicacid	-1.056160856	8.323188017	-1.822802203	0.073668614	0.22687975	-5.511287254	Not significant	-0.586926807	8.323188017	-0.998834146	0.322167805	0.560318114	-6.629635669	Not significant	1.289426727	1.85272065
2062_C9H8O3_[M+H]+	243244.65	262628.72	281670.55	2062_C9H8O3_[M+H]+	Not significant	Not significant	Not significant	C9H8O3	Phenylpyruvicacidm-Coumaricacid4-Hydroxycinnamicacid2-HydroxycinnamicacidEnol-phenylpyruvatecis-p-CoumaricacidCoumaricacidMethylPhenylglyoxalateCis-2-coumarateTrans-3-coumarate3-(3-hydroxyphenyl)prop-2-enoicacid3-phenyloxirane-2-carboxylicacid3-(4-hydroxyphenyl)prop-2-enoicacid4-methoxy-1-benzofuran-6-ol3-(2-hydroxyphenyl)prop-2-enoicacid3-(23-dihydroxyphenyl)prop-2-enal3-(25-dihydroxyphenyl)prop-2-enal3-(2-hydroxyphenyl)oxirane-2-carbaldehyde(2E)-3-(34-dihydroxyphenyl)prop-2-enal3-(4-hydroxyphenyl)oxirane-2-carbaldehyde9-hydroxy-7E-Nonene-35-diynoicacid9-hydroxy-7Z-Nonene-35-diynoicacid	-0.222124243	17.99032133	-1.951895303	0.055780232	0.19098367	-5.291298136	Not significant	-0.210464852	17.99032133	-1.825574797	0.073059667	0.21837025	-5.505838714	Not significant	1.079689605	1.157972231
2064_C21H40O3_[M+H]+	18738.695	20332.947	20970.2655	2064_C21H40O3_[M+H]+	Not significant	Not significant	Not significant	C21H40O3	2-oxo-heneicosanoicacid20-oxo-heneicosanoicacid3-oxo-heneicosanoicacid5-oxo-heneicosanoicacidPolyoxyethylene(600)monoricinoleate	-0.125229513	13.98318846	-0.429030795	0.669488874	0.825169563	-7.063667207	Not significant	0.018786296	13.98318846	0.063530522	0.949562316	0.980227469	-7.14163085	Not significant	1.08507807	1.119088896
2066_C21H42O4_[M+H]+	148498.005	160593.54	144561.262	2066_C21H42O4_[M+H]+	Not significant	Not significant	Not significant	C21H42O4	MG(18:0/0:0/0:0)MG(0:0/18:0/0:0)MG(i-18:0/0:0/0:0)MG(0:0/i-18:0/0:0)1-octadecanoyl-rac-glycerol1-O-(2R-methoxy-4Z-heptadecenyl)-sn-glycerol1-O-(2R-hydroxy-4Z-octadecenyl)-sn-glycerol	0.414893346	16.96567976	1.160239162	0.250701041	0.503437518	-6.483805536	Not significant	-0.07759737	16.96567976	-0.214199054	0.83114247	0.93163464	-7.120487151	Not significant	1.081452508	0.97348959
2068_C21H40O3_[M+H]+	32746.57	30734.6165	30519.082	2068_C21H40O3_[M+H]+	Not significant	Not significant	Not significant	C21H40O3	2-oxo-heneicosanoicacid20-oxo-heneicosanoicacid3-oxo-heneicosanoicacid5-oxo-heneicosanoicacidPolyoxyethylene(600)monoricinoleate	0.18513894	14.80165928	0.828041198	0.411038587	0.64911886	-6.811969875	Not significant	0.196564346	14.80165928	0.867797536	0.389078548	0.619256851	-6.76545338	Not significant	0.938559871	0.931977975
2070_C9H11NO3_[M+H]+	947140	1090150.45	1107166.3	2070_C9H11NO3_[M+H]+	Not significant	Not significant	Not significant	C9H11NO3	L-Tyrosine4-Hydroxy-4-(3-pyridyl)-butanoicacidL-Threo-3-PhenylserineBeta-Tyrosineo-TyrosineMeta-Tyrosine467-Trihydroxy-1234-tetrahydroisoquinoline	-0.231958922	19.97246589	-2.299041198	0.025120396	0.122561088	-4.599706398	Not significant	-0.221440032	19.97246589	-2.166463135	0.034394092	0.123196933	-4.86265773	Not significant	1.150991881	1.168957388
2072_C37H73N2O6P_[M+H]+	32827.0925	48158.05579	46328.485	2072_C37H73N2O6P_[M+H]+	Not significant	Not significant	Not significant	C37H73N2O6P	N-(tetradecanoyl)-4E14Z-sphingadienine-1-phosphocholineN-(heneicosanoyl)-4E6E-tetradecasphingadienine-1-phosphoethanolamineN-(eicosanoyl)-4E6E-pentadecasphingadienine-1-phosphoethanolamineN-(nonadecanoyl)-4E6E-hexadecasphingadienine-1-phosphoethanolamine	-0.786826598	14.95056422	-1.818896367	0.074368092	0.227522182	-5.489906174	Not significant	-0.522031646	14.95056422	-1.242643785	0.219266352	0.458825977	-6.373193636	Not significant	1.467021662	1.4112881
2074_C18H35NO_[M+H]+	16547.7335	18465.51297	16969.036	2074_C18H35NO_[M+H]+	Not significant	Not significant	Not significant	C18H35NO	9Z-octadecenamide9E-hexadecenamideOleamide	-0.299329741	13.77267507	-0.93721318	0.352531916	0.607429527	-6.715838595	Not significant	-0.3098513	13.77267507	-0.957637921	0.34221688	0.578947969	-6.683734716	Not significant	1.115893785	1.025459831
2076_C31H54NO10P_[M+Na]+	293967.52	405798.91	266923.165	2076_C31H54NO10P_[M+Na]+	Not significant	Not significant	Not significant	C31H54NO10P	1-(9Z-octadecenoyl)-2-(58-dioxo-6E-octenoyl)-sn-glycero-3-phosphoethanolamine	0.174937856	17.97181224	0.563266434	0.575422812	0.770046391	-6.996614008	Not significant	-0.601859425	17.97181224	-1.912866368	0.060702369	0.188197646	-5.350302639	Not significant	1.380420905	0.908002234
2078_C6H8NO_[M+K]+	74.185275	75.92908424	90.573475	2078_C6H8NO_[M+K]+	Not significant	Not significant	Not significant	C6H8NO	UNKNOWN_957	0.108755504	6.539240775	0.311038798	0.757345173	0.866739476	-6.942500158	Not significant	0.13884784	6.539240775	0.378030166	0.707356023	0.848485612	-6.870392482	Not significant	1.023506137	1.220909069
208_C22H17Cl7N2O10_[M+Na]+	55600.595	52490.285	53239.325	208_C22H17Cl7N2O10_[M+Na]+	Not significant	Not significant	Not significant	C22H17Cl7N2O10	UNKNOWN_17	0.066611874	15.70913113	0.80503656	0.424083696	0.660715271	-6.830746783	Not significant	0.062237845	15.70913113	0.742468428	0.460797497	0.671634088	-6.86633042	Not significant	0.944059771	0.95753157
2080_C22H42O4_[M+H]+	3888.67375	3598.19645	5107.53505	2080_C22H42O4_[M+H]+	Not significant	Not significant	Not significant	C22H42O4	DiethylhexyladipateDioctylhexanedioate3-Acetoxy-eicosanoicacidDocosanedioicacidbis(2R)-ethylhexyl-hexanoate2-acetoxy-eicosanoicacid3-decanoyloxy-dodecanoicacid3-dodecanoyloxy-decanoicacid3-octanoyloxy-tetradecanoicacid3-tetradecanoyloxy-octanoicacid	-0.452255388	11.3698469	-0.910677184	0.366231593	0.619519501	-6.74026864	Not significant	-0.044562805	11.3698469	-0.088575318	0.9297243	0.976052578	-7.139705354	Not significant	0.925301705	1.313438817
2082_C18H22N2O6_[M+H]+	165624.625	189443.5	211561.05	2082_C18H22N2O6_[M+H]+	Not significant	Not significant	Not significant	C18H22N2O6	UNKNOWN_95	-0.361619686	17.47153809	-2.696317457	0.009159415	0.075072045	-3.694788243	Not significant	-0.224558681	17.47153809	-1.652754324	0.103779998	0.281966824	-5.794535889	Not significant	1.143812401	1.277352628
2084_C32H56O5_[M+H]+	17720.8365	24120.145	34128.27	2084_C32H56O5_[M+H]+	Not significant	ControlVsPCV	ControlvsPCV	C32H56O5	UNKNOWN_966	-0.795696339	14.36473982	-3.324379166	0.001539296	0.025033817	-2.04468453	ControlVsPCV	-0.342592288	14.36473982	-1.412863706	0.163035257	0.38554511	-6.15165905	Not significant	1.361117744	1.925883691
2086_C8H6O_[M+H]+	6967.827099	8805.863803	8429.874173	2086_C8H6O_[M+H]+	Not significant	Not significant	Not significant	C8H6O	246-Octatriyn-1-olBenzofuran357-Octatriyn-1-olxi-23-Octadiene-57-diyn-1-olocta-246-triyn-1-ol	-0.55208092	12.55613644	-1.314295725	0.193916375	0.432116539	-6.296067903	Not significant	-0.431460894	12.55613644	-1.013891052	0.314842158	0.552762652	-6.62860141	Not significant	1.263789081	1.209828265
2088_C7H6O2_[M+H]+	19624.7806	22836.56835	19401.71985	2088_C7H6O2_[M+H]+	Not significant	Not significant	Not significant	C7H6O2	Benzoicacid4-Hydroxybenzaldehyde3-(2-Furanyl)-2-propenal2-Hydroxybenzaldehyde	0.501681741	13.75303191	0.887781359	0.378322092	0.626233861	-6.760799356	Not significant	0.048002357	13.75303191	0.083849367	0.93346469	0.977564728	-7.140117221	Not significant	1.163659804	0.98863372
209_C10H19N6O12P3_[M+Na]+	14549.9315	15204.606	18536.12	209_C10H19N6O12P3_[M+Na]+	Not significant	Not significant	Not significant	C10H19N6O12P3	UNKNOWN_17	-0.354645175	13.91697841	-2.511989277	0.014807792	0.101259707	-4.129042554	Not significant	-0.083118833	13.91697841	-0.581142529	0.563394101	0.752545146	-6.97344681	Not significant	1.044995023	1.273966135
2090_C9H6O2_[M+H]+	131902.2695	158134.09	158786.265	2090_C9H6O2_[M+H]+	Not significant	Not significant	Not significant	C9H6O2	CoumarinPhenylpropiolicacidChromone2-Benzofurancarboxaldehyde	-0.659779723	16.88724073	-1.458667694	0.150046463	0.367000188	-6.100206705	Not significant	-0.464669336	16.88724073	-1.014053596	0.314765258	0.552762652	-6.628437699	Not significant	1.198873155	1.203817536
2092_C5H4N4O2_[M+H]+	19063.4915	26818.201	23888.7105	2092_C5H4N4O2_[M+H]+	Not significant	Not significant	Not significant	C5H4N4O2	XanthineOxypurinol68-Dihydroxypurine	-0.160207302	14.34013129	-0.751025106	0.455671382	0.683507073	-6.872796902	Not significant	-0.464815586	14.34013129	-2.150860897	0.035662326	0.124686954	-4.89416267	Not significant	1.406783275	1.253113077
2094_C22H11Cl5F2N2O4S_[M+Na]+	134715.5455	114698.8657	132478.177	2094_C22H11Cl5F2N2O4S_[M+Na]+	Not significant	Not significant	Not significant	C22H11Cl5F2N2O4S	UNKNOWN_9	0.172597669	15.69249852	0.160671211	0.872910204	0.932907138	-7.143531583	Not significant	0.892446499	15.69249852	0.820058486	0.415537367	0.633642792	-6.805688061	Not significant	0.85141522	0.983391906
210_C11H12F3N2O12P3S2_[M+Na]+	30284.8514	24721.38795	29833.76	210_C11H12F3N2O12P3S2_[M+Na]+	Not significant	Not significant	Not significant	C11H12F3N2O12P3S2	UNKNOWN_17	-0.173477229	14.60184767	-0.510726957	0.611479139	0.802891164	-7.025000356	Not significant	0.424602204	14.60184767	1.233922959	0.222204092	0.463926111	-6.383989958	Not significant	0.816295501	0.985105048
214_C9H9N_[M+H]+	35052.2	37506.16957	39205.90629	214_C9H9N_[M+H]+	Not significant	Not significant	Not significant	C9H9N	3-MethylindoleBenzenepropanenitrile	-0.155719481	15.15731721	-1.383696076	0.171749357	0.40002928	-6.204298193	Not significant	-0.084997795	15.15731721	-0.745529645	0.4589598	0.670271056	-6.864049692	Not significant	1.070009003	1.118500587
216_C25H30N6O2_[M+K]+	1863.305126	1910.977142	998.5500813	216_C25H30N6O2_[M+K]+	Not significant	Not significant	Not significant	C25H30N6O2	SR49498	0.856347525	9.290869026	0.985362179	0.329952094	0.579290892	-6.468534204	Not significant	0.397927299	9.290869026	0.470339324	0.640486847	0.804513966	-6.870021523	Not significant	1.025584654	0.535902611
218_C11H9NO2_[M+H]+	1506190.5	1650987.5	1720764.5	218_C11H9NO2_[M+H]+	Not significant	Not significant	Not significant	C11H9NO2	Indoleacrylicacid	-0.184170395	20.61092475	-1.805929727	0.076114662	0.23077032	-5.552602792	Not significant	-0.129101968	20.61092475	-1.249606814	0.216458092	0.455073199	-6.36481256	Not significant	1.096134586	1.142461395
220_C12H18N2O4_[M+H]+	3313.7855	3161.714962	3236.587479	220_C12H18N2O4_[M+H]+	Not significant	Not significant	Not significant	C12H18N2O4	MidodrineL-FurosineL-PyridosinePyrralineAldosine	0.273484742	11.29665621	0.850675534	0.398444946	0.641247335	-6.792991198	Not significant	0.287406514	11.29665621	0.88244357	0.381176653	0.614523057	-6.752665029	Not significant	0.954109722	0.976703978
222_C9H16N2O2_[M+H]+	91435.08	91887.78	82732.635	222_C9H16N2O2_[M+H]+	Not significant	Not significant	Not significant	C9H16N2O2	N-(3-acetamidopropyl)pyrrolidin-2-one	0.079229676	16.38485934	0.573604199	0.568451412	0.766747199	-6.990705135	Not significant	-0.038468648	16.38485934	-0.274910207	0.784361316	0.899384533	-7.105492319	Not significant	1.004951054	0.904823783
224_C18H35N3O13_[M+Na]+	4581.911233	4209.222898	2419.075593	224_C18H35N3O13_[M+Na]+	Not significant	Not significant	Not significant	C18H35N3O13	D-GlucosaminideChitotriose	1.304687158	10.32867211	1.585167486	0.118361373	0.314386799	-5.913060734	Not significant	1.08207867	10.32867211	1.297738231	0.199510511	0.432041374	-6.30452995	Not significant	0.918660944	0.527962125
226_C11H12N2O2_[M+H]+	1704904.5	1838364	1956583.5	226_C11H12N2O2_[M+H]+	Not significant	Not significant	Not significant	C11H12N2O2	L-TryptophanD-Tryptophan3-HydroxymethylantipyrineEthotoin(Â±)-TryptophanNirvanol4-HydroxyantipyrineS-nirvanol	-0.188645623	20.78923492	-1.922493761	0.059455098	0.198190743	-5.345372492	Not significant	-0.111348188	20.78923492	-1.120110471	0.267279672	0.518343633	-6.516240487	Not significant	1.078279751	1.147620585
228_C16H19N3O5_[M+H]+	1790.229656	22941.12655	29013.66733	228_C16H19N3O5_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C16H19N3O5	GlutamyltryptophanTryptophyl-Glutamategamma-Glutamyltryptophan	-3.918016838	12.29279651	-6.218730774	5.91E-08	7.49E-06	7.800201857	ControlVsPCV	-3.466761911	12.29279651	-5.431489803	1.15E-06	0.000152523	4.897061348	ControlVsCNV	12.81462771	16.20667339
230_C11H21NO4_[M+H]+	27386.363	36356.872	31136.8	230_C11H21NO4_[M+H]+	Not significant	Not significant	Not significant	C11H21NO4	Isobutyryl-L-carnitineButyrylcarnitineO-butanoyl-carnitine3-(butanoyloxy)-4-(trimethylazaniumyl)butanoate3-(2-methylpropanoyl)oxy-4-(trimethylazaniumyl)butanoate	-0.498827481	14.68908844	-1.652392319	0.10385401	0.287381096	-5.807806353	Not significant	-0.568260713	14.68908844	-1.858103592	0.068227685	0.205347611	-5.448631471	Not significant	1.327553863	1.136945421
